Sentences,Label
Augmentin kháng sinh phổ rộng kháng khuẩn bệnh kháng khuẩn đặc biệt bệnh viện tác dụng cộng đồng của chất ức chế beta lactamase clavulanate kháng khuẩn phổ rộng amoxicillin bao gồm các chủng kháng kháng sinh beta lactam sử dụng Augmentin hướng dẫn kê đơn kháng sinh tài liệu nhạy cảm cảm lạnh do vi khuẩn tại chỗ Augmentin uống 2 điều trị ngắn hạn nhiễm trùng tại chỗ hô hấp đường tai mũi họng viêm amiđan viêm xoang nhiễm trùng tai nhiễm trùng đường hô hấp viêm phế quản mãn tính viêm phổi thùy truyền nhiễm viêm phế quản phổi đường tiết niệu sinh dục viêm bàng quang viêm niệu đạo viêm bể thận nhiễm trùng mô mềm mụn nhọt áp xe viêm mô tế bào nhiễm trùng vết thương xương và khớp bị nhiễm trùng viêm tủy xương áp xe nhiễm trùng ổ nhiễm trùng phá thai nhiễm trùng nhiễm trùng sản khoa nhiễm trùng bụng vi khuẩn nhạy cảm tăng cường biến đổi địa lý đặc điểm thời gian dược lý dược lực học thông tin tài liệu tham khảo độ nhạy cảm vi khuẩn địa phương lấy mẫu vi sinh thử nghiệm độ nhạy cảm,thuoc khang sinh
Augmentin kháng sinh phổ rộng kháng khuẩn bệnh kháng khuẩn đặc biệt bệnh viện cộng đồng tác dụng ức chế beta-lactamase Thuốc kháng khuẩn phổ rộng clavulanate amoxicillin bao gồm các chủng kháng kháng sinh beta-lactam sử dụng Augmentin hướng dẫn kê đơn thuốc kháng sinh Vật liệu nhạy cảm Cảm lạnh vi khuẩn cục bộ Augmentin 2 bằng miệng Điều trị ngắn hạn nhiễm trùng tại chỗ nhiễm trùng đường hô hấp viêm amidan tai mũi họng viêm xoang nhiễm trùng tai nhiễm trùng đường hô hấp viêm phế quản mãn tính viêm phổi thùy truyền nhiễm phế quản phổi viêm bàng quang đường tiết niệu sinh dục viêm bàng quang viêm bể thận nhiễm trùng da mô mềm mụn nhọt áp xe viêm mô tế bào nhiễm trùng vết thương xương và khớp bị nhiễm trùng viêm tủy xương nhiễm trùng áp xe nhiễm trùng ổ nhiễm trùng phá thai nhiễm trùng sản khoa nhiễm trùng trong ổ bụng vi khuẩn nhạy cảm tăng cường biến đổi địa lý đặc điểm thời gian dược lý dược lực học thông tin tài liệu tham khảo độ nhạy vi khuẩn địa phương tiến hành các mẫu vi sinh xét nghiệm độ nhạy cảm,thuoc khang sinh
Augmentin kháng sinh phổ rộng kháng khuẩn bệnh kháng khuẩn đặc biệt bệnh viện cộng đồng tác dụng ức chế beta-lactamase Thuốc kháng khuẩn phổ rộng clavulanate amoxicillin bao gồm các chủng kháng kháng sinh beta-lactam sử dụng Augmentin hướng dẫn kê đơn thuốc kháng sinh Vật liệu nhạy cảm Cảm lạnh vi khuẩn cục bộ Augmentin 2 bằng miệng Điều trị ngắn hạn nhiễm trùng tại chỗ nhiễm trùng đường hô hấp viêm amidan tai mũi họng viêm xoang nhiễm trùng tai nhiễm trùng đường hô hấp viêm phế quản mãn tính viêm phổi thùy truyền nhiễm phế quản phổi viêm bàng quang đường tiết niệu sinh dục viêm bàng quang viêm bể thận nhiễm trùng da mô mềm mụn nhọt áp xe viêm mô tế bào nhiễm trùng vết thương xương và khớp bị nhiễm trùng viêm tủy xương nhiễm trùng áp xe nhiễm trùng ổ nhiễm trùng phá thai nhiễm trùng sản khoa nhiễm trùng trong ổ bụng vi khuẩn nhạy cảm tăng cường biến đổi địa lý đặc điểm thời gian dược lý dược lực học thông tin tài liệu tham khảo độ nhạy vi khuẩn địa phương tiến hành các mẫu vi sinh xét nghiệm độ nhạy cảm,thuoc khang sinh
Augmentin kháng sinh phổ rộng kháng khuẩn bệnh kháng khuẩn đặc biệt bệnh viện cộng đồng ức chế beta lactamase tác dụng ức chế beta lactamase kháng khuẩn phổ rộng clavulanate amoxicillin beta lactam bao gồm các chủng kháng kháng sinh Hướng dẫn sử dụng Augmentin xác định thành phần nhạy cảm với kháng sinh Cảm lạnh vi khuẩn cục bộ Nhiễm trùng đường miệng Augmentin 2 Điều trị ngắn hạn đường hô hấp nhiễm trùng đường tiết niệu Viêm amiđan Viêm xoang Nhiễm trùng tai Nhiễm trùng đường hô hấp Viêm phế quản mãn tính Viêm phổi thùy Viêm phế quản phổi truyền nhiễm Đường tiết niệu sinh dục Viêm bàng quang Viêm niệu đạo Viêm bể thận Nhiễm trùng da Áp xe mô mềm Viêm mô tế bào nhiễm trùng Vết thương Xương và khớp bị nhiễm trùng Viêm tủy xương Áp xe nhiễm trùng Sẩy thai nhiễm trùng Nhiễm trùng nhiễm trùng Nhiễm trùng trong ổ bụng sản khoa Vi khuẩn nhạy cảm Augmentin Sự biến đổi về mặt địa lý Thời gian Đặc điểm Dược lý Dược lực học Thông tin Tài liệu tham khảo Độ nhạy cảm Các mẫu vi sinh vật địa phương Kiểm tra độ nhạy cảm,thuoc khang sinh
Augmentin kháng sinh phổ rộng kháng khuẩn bệnh kháng khuẩn đặc biệt bệnh viện cộng đồng thuốc ức chế beta lactamase tác dụng kháng khuẩn phổ rộng clavulanate amoxicillin bao gồm các chủng kháng kháng sinh beta lactam sử dụng hướng Augmentin để kê đơn thuốc kháng sinh vật liệu nhạy cảm Cảm lạnh vi khuẩn cục bộ Augmentin uống 2 điều trị ngắn hạn nhiễm trùng tại chỗ nhiễm trùng đường hô hấp viêm amidan tai mũi họng viêm xoang nhiễm trùng tai nhiễm trùng đường hô hấp viêm phế quản mãn tính viêm phổi thùy truyền nhiễm viêm phế quản phổi đường tiết niệu sinh dục viêm bàng quang viêm niệu đạo viêm bể thận nhiễm trùng da mô mềm mụn nhọt viêm mô tế bào nhiễm trùng vết thương nhiễm trùng xương và khớp viêm tủy xương nhiễm trùng áp xe nhiễm trùng ổ nhiễm trùng phá thai nhiễm trùng nhiễm trùng sản khoa -nhiễm trùng ổ bụng vi khuẩn nhạy cảm tăng cường biến đổi địa lý đặc điểm thời gian dược lý dược lực học thông tin tài liệu tham khảo độ nhạy cảm vi khuẩn địa phương tiến hành thử nghiệm độ nhạy cảm của mẫu vi sinh,thuoc khang sinh
uống bắt đầu giảm dung nạp thuốc thuốc qua đường tiêu hóa 14 kiểm tra và điều trị liều thuốc amoxicillin 40 kg trẻ uống 18 5 điều chỉnh liều ngoại trừ bài tiết creatinine 30 ml phút suy thận tổn thương thận điều chỉnh liều thuốc để đáp ứng với tổn thương thận,thuoc khang sinh
uống bắt đầu giảm dung nạp thuốc thuốc qua đường tiêu hóa 14 kiểm tra và điều trị liều thuốc amoxicillin 40 kg trẻ uống 18 5 điều chỉnh liều ngoại trừ bài tiết creatinine 30 ml phút suy thận tổn thương thận thay đổi liều thuốc để đáp ứng với tổn thương thận,thuoc khang sinh
uống bắt đầu giảm khả năng dung nạp thuốc thuốc qua đường tiêu hóa 14 kiểm soát và điều trị liều thuốc amoxicillin 40 kg trẻ em 18 5 dùng liều điều chỉnh không bao gồm bài tiết creatinine 30 ml tối thiểu suy thận tổn thương thận thay đổi liều thuốc để đáp ứng với tổn thương thận,thuoc khang sinh
Dùng đường uống bắt đầu giảm khả năng dung nạp thuốc. Thuốc tiêu hóa 14 Theo dõi và duy trì liều amoxicillin Trẻ em 40 kg Đường uống 1 8 5 Chỉnh liều trừ độ thanh thải creatinine 30 ml tối thiểu Suy thận Tổn thương thận Liều lượng thay đổi để đáp ứng với tổn thương thận.,thuoc khang sinh
uống bắt đầu giảm dung nạp thuốc thuốc đường tiêu hóa 14 kiểm tra và điều trị liều thuốc amoxicillin 40 kg trẻ uống 18 5 điều chỉnh liều ngoại trừ bài tiết creatinine 30 ml phút suy thận tổn thương thận thay đổi liều thuốc để đáp ứng với tổn thương thận,thuoc khang sinh
Dùng đường uống bắt đầu giảm khả năng dung nạp thuốc đối với thuốc qua đường tiêu hóa 14 Khám và điều trị Liều lượng thuốc Amoxicillin 40 kg Trẻ em uống 18 5 Điều chỉnh liều lượng Ngoại trừ bài tiết Creatinine 30 mL Phút Suy thận Tổn thương thận Thay đổi liều thuốc để đáp ứng với tổn thương thận,thuoc khang sinh
uống bắt đầu thiểu hiện tượng dung nạp thuốc dày ruột thuốc 14 kiểm tra xét trị liều hàm amoxicilin thuốc trẻ 40kg uống 1 8 5 chỉnh liều trừ độ thải creatinin 30 ml phút suy thận tổn thương thận thay đổi liều thuốc đáp ứng tổn thương thận,thuoc khang sinh
uống bắt đầu giảm dung nạp thuốc thuốc qua đường tiêu hóa 14 kiểm tra và điều trị liều thuốc amoxicillin 40 kg trẻ uống 18 5 điều chỉnh liều ngoại trừ bài tiết creatinine 30 ml phút suy thận tổn thương thận điều chỉnh liều thuốc để đáp ứng với tổn thương thận,thuoc khang sinh
Khởi đầu bằng đường uống để giảm đề kháng Thuốc đường tiêu hóa 14 Khám và điều trị Thuốc Amoxicillin Liều 40kg cho trẻ em 1 8 5 Chỉnh liều trừ khi bài tiết creatinine 30 ml phút/phút Suy thận Tổn thương thận Thay đổi liều thuốc để phù hợp với tổn thương thận,thuoc khang sinh
đường uống bắt đầu giảm dung nạp thuốc thuốc đường tiêu hóa 14 amoxicillin kiểm soát liều thuốc và điều trị 40 kg trẻ uống 18 5 điều chỉnh liều ngoại trừ bài tiết creatinine 30 ml phút suy thận Suy thận thay đổi liều thuốc để đáp ứng với tổn thương thận,thuoc khang sinh
hoạt chất spiramycin 750 000 iu metronidazole 125mg tá dược tinh bột sắn avicel talc magie stearat natri tinh bột glycolate ludipress natri lauryl sulfat pvp k30 pva hpmc kollidon va 64 titan dioxide màu eurolake ponceau 1,thuoc khang sinh
hoạt chất spiramycin 750 000 iu metronidazole 125mg tá dược tinh bột sắn avicel talc magie stearat natri tinh bột glycolate ludipress natri lauryl sulfat pvp k30 pva hpmc kollidon va 64 titan dioxide podon hoặc eurola màu,thuoc khang sinh
hoạt chất spiramycin 750.000 IU metronidazole 125 mg tá dược tinh bột sắn avicel talc magie stearat natri tinh bột glycolat ludipress natri lauryl sunfat pvp k30 pva hpmc kollidon va 64 titan dioxide màu eurolake ponceau 1,thuoc khang sinh
Hoạt chất Spiramycin 750.000 IU Metronidazole 125 mg Tá dược Tinh bột sắn Avicel Talc Magiê stearate Tinh bột Natri glycolat Ludipress Natri lauryl sunfat PVP K30 PVA HPMC Kollidon VA 64 Titanium dioxide Màu Eurolake Ponceau 1,thuoc khang sinh
hoạt chất spiramycin 750 000 iu metronidazole 125 mg tá dược tinh bột sắn avicel talc magie stearat natri tinh bột glycolate ludipress natri lauryl sulfat pvp k30 pva hpmc kollidon va 64 titan coloraceau dioxide,thuoc khang sinh
hoạt chất spiramycin 750.000 IU metronidazole 125 mg tá dược tinh bột sắn avicel talc magie stearat natri tinh bột glycolat ludipress natri lauryl sunfat pvp k30 pva hpmc kollidon va 64 titan dioxide màu eurolake ponceau 1,thuoc khang sinh
hoạt chất spiramycin 750.000 iu metronidazole 125 mg tá dược tinh bột sắn avicel talc magie stearat natri tinh bột glycolat ludipress natri lauryl sulfat pvp k30 pva hpmc kolidon va 64 màu titan dioxide eurolake ponceau 1,thuoc khang sinh
hoạt chất spiramycin 750 000 iu metronidazol 125mg tá dược tinh bột sắn avicel talc magnesi stearat sodium starch glycolat ludipress natri lauryl sulfat pvp k30 pva hpmc kollidon va 64 titan dioxyd màu eurolake ponceau 1,thuoc khang sinh
Hoạt chất Spiramycin 750.000 IU Metronidazole 125 mg Tá dược Tinh bột sắn Avicel Talc Magiê stearate Tinh bột Natri glycolat Ludipress Natri lauryl sunfat PVP K30 PVA HPMC Kollidon VA 64 Titanium dioxide Màu Eurolake Ponceau 1,thuoc khang sinh
Hoạt chất Spiramycin 750.000 IU Metronidazole 125 mg Tá dược Tinh bột sắn Avicel Talc Magiê stearate Tinh bột Natri glycolat Ludipress Natri lauryl sunfat PVP K30 PVA HPMC Kollidon VA 64 Titanium dioxide Màu Eurolake Ponceau 1,thuoc khang sinh
Thành phần hoạt chất Amoxicillin Amoxicillin Trihydrate 875mg Axit Clavulanic Kali Clavulanate 125mg Tá dược 1 Aerosil Polyplasdon xl Avicel m112 Magiê Stearate sepifilm lp914 Titanium Dioxide Talc,thuoc khang sinh
Hoạt chất amoxicillin 875mg axit clavulanic dưới dạng amoxicillin trihydrat 125mg dưới dạng tá dược kali clavulanate 1 aerosil polyplasdon xl avicel m112 magie stearat sepifilm lp914 titan dioxide talc,thuoc khang sinh
Hoạt chất amoxicillin dưới dạng amoxicillin trihydrat 875 mg axit clavulanic dưới dạng kali clavulanate 125 mg tá dược 1 Aerosil Polyplasdon XL Avicel M112 magie stearat Sepifilm LP914 titan dioxide talc,thuoc khang sinh
Hoạt chất amoxicillin 875mg axit clavulanic dưới dạng amoxicillin trihydrat 125mg dưới dạng tá dược kali clavulanate 1 aerosil polyplasdon xl avicel m112 magie stearat sepifilm lp914 titan dioxide talc,thuoc khang sinh
hoạt chất amoxicillin dưới dạng amoxicillin trihydrat 875 mg axit clavulanic dưới dạng kali clavulanate 125 mg tá dược 1 aerosil polyplasdon XL avicel m112 magie stearat sepifilm lp914 titan dioxide talc,thuoc khang sinh
Hoạt chất amoxicillin 875mg axit clavulanic dưới dạng amoxicillin trihydrat 125mg dưới dạng tá dược kali clavulanate 1 aerosil polyplasdon xl avicel m112 magie stearat sepifilm lp914 titan dioxide talc,thuoc khang sinh
hoạt chất amoxicillin dưới dạng amoxicillin trihydrat 875 mg axit clavulanic dưới dạng clavulanate kali 125 mg tá dược 1 aerosil polyplasdon xl avicel m112 magie stearat sepifilm lp914 titan dioxide talc,thuoc khang sinh
Hoạt chất Amoxicillin dưới dạng Amoxicillin Trihydrate 875 mg Axit Clavulanic dưới dạng Clavulanate Kali 125 mg Tá dược 1 Aerosil Polybladone XL Avicel M112 Magiê Stearate Sebifilm LP914 Talc Titanium Dioxide,thuoc khang sinh
Hoạt chất amoxicillin 875mg axit clavulanic dưới dạng amoxicillin trihydrat 125mg dưới dạng tá dược kali clavulanate 1 aerosil polyplasdon xl avicel m112 magie stearat sepifilm lp914 titan dioxide talc,thuoc khang sinh
Thành phần hoạt chất Amoxicillin Amoxicillin Trihydrate 875mg Axit Clavulanic Kali Clavulanate 125mg Tá dược 1 Aerosil Polyplasdon xl Avicel m112 Magiê Stearate sepifilm lp914 Titanium Dioxide Talc,thuoc khang sinh
Cefadroxil 500mg được dùng để điều trị các bệnh nhiễm trùng do vi khuẩn nhạy cảm viêm họng viêm amidan liên cầu viêm phổi phế quản viêm phổi do vi khuẩn nhiễm trùng đường tiết niệu biến chứng viêm thận viêm bàng quang nhiễm trùng da áp xe mô mềm chốc lở viêm da quầng viêm hạch mủ theo hướng sử dụng kháng sinh tại chỗ.,thuoc khang sinh
Cefadroxil 500mg được dùng để điều trị các bệnh nhiễm trùng do vi khuẩn nhạy cảm viêm họng viêm amidan liên cầu viêm phổi phế quản do vi khuẩn nhiễm trùng đường tiết niệu các vấn đề viêm thận viêm bàng quang nhiễm trùng da áp xe mô mềm chốc lở bệnh ban đỏ bệnh ngoài da viêm hạch mủ theo hướng sử dụng kháng sinh nội bộ.,thuoc khang sinh
Cefadroxil 500 mg được chỉ định điều trị các bệnh nhiễm khuẩn nhạy cảm viêm họng viêm amidan viêm phổi phế quản do liên cầu viêm phổi do vi khuẩn nhiễm trùng đường tiết niệu biến chứng viêm thận viêm bàng quang nhiễm trùng da áp xe mô mềm chốc lở viêm quầng viêm da viêm hạch mủ làm theo hướng dẫn sử dụng kháng sinh tại chỗ,thuoc khang sinh
Cefadroxil 500mg được dùng để điều trị các bệnh nhiễm trùng do vi khuẩn nhạy cảm viêm họng viêm amidan liên cầu viêm phổi phế quản viêm phổi do vi khuẩn nhiễm trùng đường tiết niệu biến chứng viêm thận viêm bàng quang nhiễm trùng da áp xe mô mềm chốc lở viêm da quầng viêm hạch mủ theo hướng sử dụng kháng sinh tại chỗ.,thuoc khang sinh
Cefadroxil 500 mg được dùng để điều trị các bệnh nhiễm khuẩn nhẹ viêm phế quản viêm amidan liên cầu viêm phế quản phổi viêm phổi do vi khuẩn nhiễm trùng đường tiết niệu biến chứng viêm thận viêm dạ dày. viêm hạch theo hướng dẫn sử dụng kháng sinh tại địa phương.,thuoc khang sinh
Cefadroxil 500 mg được chỉ định điều trị các bệnh nhiễm khuẩn nhạy cảm viêm họng viêm amidan viêm phổi phế quản do liên cầu viêm phổi do vi khuẩn nhiễm trùng đường tiết niệu biến chứng viêm thận viêm bàng quang nhiễm trùng da áp xe mô mềm chốc lở viêm quầng viêm da viêm hạch mủ làm theo hướng dẫn sử dụng kháng sinh tại chỗ,thuoc khang sinh
Cefadroxil 500mg điều trị các bệnh nhiễm khuẩn nhạy cảm viêm họng viêm amidan liên cầu viêm phổi phế quản viêm phổi do vi khuẩn nhiễm trùng đường tiết niệu biến chứng viêm thận viêm bàng quang nhiễm trùng da áp xe mô mềm viêm da chốc lở dùng tại chỗ.,thuoc khang sinh
